Time,Position,Velocity
1705983401.9521794,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.0483062,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.1441755,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.2559845,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.3517716,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.4478261,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.5437772,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.6554396,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.751345,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.8472657,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983402.9429197,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.054814,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.1506813,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.246777,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.34253,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.4545765,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.5504289,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.646288,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.7423363,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.8541346,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983403.9498823,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.045898,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.1417196,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.2536137,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.3494227,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.4454136,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.5571904,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.653186,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.7489004,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.8449192,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983404.9567995,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.052639,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.1485214,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.2442062,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.356084,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.4521039,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.5480845,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.6439807,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.7557807,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.8516877,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983405.947733,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.0434906,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.1553085,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.251261,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.347165,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.4430501,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.5549152,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.6507177,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.746494,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.842544,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983406.9543386,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.0501988,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.146016,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.2579863,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.353736,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.4498088,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.5457141,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.6573489,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.7534273,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.8493025,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983407.9451323,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.057006,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.1528795,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.24892,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.3446596,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.4565513,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.5524423,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.648258,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.7441998,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.856076,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983408.9520886,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.0476937,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.1439023,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.2555652,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.3515525,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.4474185,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.5592644,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.6550379,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.7511528,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.8469176,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983409.958791,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.054716,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.1503267,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.2463536,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.3583562,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.4541981,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.5500908,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.64602,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.7577317,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.8537571,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983410.9496942,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.0455008,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.1572165,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.2532787,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.3491652,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.4448116,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.5567625,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.6527522,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.7486057,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.8461387,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983411.956338,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.0523014,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.1481757,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.2598746,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.3558438,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.4516137,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.5476308,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.6594558,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.7552545,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.8511624,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983412.9469535,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.0588112,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.154587,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.250822,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.346396,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.4585826,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.5543225,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.650272,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.7460942,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.8579566,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983413.9538052,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.0499582,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.1455872,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.2573783,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.3535357,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.4493513,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.5612297,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.6569235,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.7529485,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.848841,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983414.962083,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.0566814,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.15253,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.2483644,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.3602996,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.456257,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.5521002,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.6478057,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.759653,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.8555071,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983415.9513705,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.0473962,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.1592276,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.2551882,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.351166,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.4469187,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.5590053,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.654903,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.7509463,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.8466148,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983416.958467,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.054333,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.1503754,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.2621927,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.3580728,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.453899,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.5498319,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.661636,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.7576275,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.853419,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983417.9495325,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.0615106,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.1589038,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.2530942,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.348916,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.460862,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.5568495,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.6526,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.7484784,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.861265,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983418.9560537,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.052066,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.1479928,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.2598884,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.3558168,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.4516404,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.5475218,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.6595018,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.7552347,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.8510926,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983419.963034,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.0588665,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.1547627,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.2508135,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.362674,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.4586244,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.5546637,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.6504824,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.762408,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.8584144,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983420.953996,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.0500407,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.1620083,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.2578104,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.3536756,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.4496706,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.5614357,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983421.6572583,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.753162,"x: -1.18
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983421.8490353,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983421.9610476,"x: -1.179
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983422.0569448,"x: -1.18
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983422.1528387,"x: -1.179
y: 4.206
z: 0.0","x: -0.003
y: 0.0
z: 0.0"
1705983422.2487895,"x: -1.179
y: 4.206
z: 0.0","x: 0.002
y: 0.0
z: 0.0"
1705983422.3605013,"x: -1.179
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983422.456539,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983422.552368,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983422.664185,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983422.7601912,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983422.8558812,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983422.9518726,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983423.0637438,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983423.1596234,"x: -1.179
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983423.2553911,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983423.3513694,"x: -1.179
y: 4.206
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983423.46313,"x: -1.179
y: 4.206
z: 0.0","x: -0.002
y: 0.0
z: 0.0"
1705983423.5591762,"x: -1.179
y: 4.206
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983423.655133,"x: -1.18
y: 4.206
z: 0.0","x: -0.002
y: 0.0
z: 0.0"
1705983423.7509184,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983423.8629391,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983423.9587212,"x: -1.179
y: 4.206
z: 0.0","x: 0.0015
y: 0.0
z: 0.0"
1705983424.0545876,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983424.1506248,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983424.262597,"x: -1.18
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983424.3583603,"x: -1.179
y: 4.206
z: 0.0","x: 0.002
y: 0.0
z: 0.0"
1705983424.454192,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983424.5500746,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983424.6618028,"x: -1.179
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983424.7578847,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983424.8536499,"x: -1.179
y: 4.206
z: 0.0","x: 0.0015
y: 0.0
z: 0.0"
1705983424.9655695,"x: -1.179
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983425.0614898,"x: -1.179
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983425.1574671,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983425.253203,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983425.365117,"x: -1.179
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983425.46108,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983425.5569308,"x: -1.18
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983425.652763,"x: -1.179
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983425.7647283,"x: -1.179
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983425.8605614,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983425.9563062,"x: -1.179
y: 4.206
z: 0.0","x: -0.002
y: 0.0
z: 0.0"
1705983426.0523174,"x: -1.179
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983426.1641603,"x: -1.18
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983426.2600913,"x: -1.18
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983426.3560786,"x: -1.18
y: 4.206
z: 0.0","x: -0.002
y: 0.0
z: 0.0"
1705983426.4517848,"x: -1.18
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983426.563741,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983426.6596367,"x: -1.18
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983426.755408,"x: -1.18
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983426.851393,"x: -1.18
y: 4.206
z: 0.0","x: -0.003
y: 0.0
z: 0.0"
1705983426.9631617,"x: -1.18
y: 4.206
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983427.0591545,"x: -1.18
y: 4.206
z: 0.0","x: 0.0015
y: 0.0
z: 0.0"
1705983427.1551433,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983427.2509344,"x: -1.18
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983427.3628852,"x: -1.18
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983427.4587579,"x: -1.18
y: 4.206
z: 0.0","x: -0.0025
y: 0.0
z: 0.0"
1705983427.5546014,"x: -1.18
y: 4.206
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983427.6664877,"x: -1.18
y: 4.206
z: 0.0","x: -0.002
y: 0.0
z: 0.0"
1705983427.7623851,"x: -1.18
y: 4.206
z: 0.0","x: -0.003
y: 0.0
z: 0.0"
1705983427.8582962,"x: -1.18
y: 4.206
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983427.9543774,"x: -1.18
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983428.0658138,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983428.1620398,"x: -1.18
y: 4.206
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983428.2577317,"x: -1.18
y: 4.206
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
