Time,Position,Velocity
1705983296.6008258,"x: -0.638
y: 1.644
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983296.696847,"x: -0.632
y: 1.663
z: 0.0","x: 0.2055
y: 0.0
z: 0.0"
1705983296.8083487,"x: -0.627
y: 1.682
z: 0.0","x: 0.19
y: 0.0
z: 0.0"
1705983296.90462,"x: -0.622
y: 1.7
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983297.000525,"x: -0.615
y: 1.719
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983297.1123052,"x: -0.608
y: 1.738
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983297.2081656,"x: -0.601
y: 1.756
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983297.3043191,"x: -0.592
y: 1.773
z: 0.0","x: 0.192
y: 0.0
z: 0.0"
1705983297.400065,"x: -0.583
y: 1.791
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983297.5119889,"x: -0.573
y: 1.808
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983297.607665,"x: -0.564
y: 1.825
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983297.7033863,"x: -0.555
y: 1.842
z: 0.0","x: 0.1905
y: 0.0
z: 0.0"
1705983297.7994738,"x: -0.547
y: 1.86
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983297.911289,"x: -0.539
y: 1.878
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983298.0072381,"x: -0.532
y: 1.897
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983298.1031032,"x: -0.524
y: 1.915
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983298.1991284,"x: -0.516
y: 1.933
z: 0.0","x: 0.2025
y: 0.0
z: 0.0"
1705983298.3108256,"x: -0.509
y: 1.952
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983298.406781,"x: -0.501
y: 1.97
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983298.502534,"x: -0.494
y: 1.988
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983298.5986385,"x: -0.487
y: 2.006
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983298.7105134,"x: -0.48
y: 2.025
z: 0.0","x: 0.2035
y: 0.0
z: 0.0"
1705983298.8062415,"x: -0.473
y: 2.043
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983298.902238,"x: -0.465
y: 2.062
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983298.9978995,"x: -0.457
y: 2.08
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983299.109928,"x: -0.449
y: 2.098
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983299.2058318,"x: -0.44
y: 2.117
z: 0.0","x: 0.204
y: 0.0
z: 0.0"
1705983299.3017526,"x: -0.433
y: 2.135
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983299.3976471,"x: -0.426
y: 2.153
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983299.5092764,"x: -0.419
y: 2.172
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983299.6054857,"x: -0.413
y: 2.192
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983299.7011118,"x: -0.407
y: 2.21
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983299.8130763,"x: -0.4
y: 2.229
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983299.9088876,"x: -0.392
y: 2.247
z: 0.0","x: 0.192
y: 0.0
z: 0.0"
1705983300.004872,"x: -0.384
y: 2.264
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983300.1007245,"x: -0.374
y: 2.281
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983300.2126663,"x: -0.363
y: 2.298
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983300.3085153,"x: -0.352
y: 2.315
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983300.4044452,"x: -0.341
y: 2.331
z: 0.0","x: 0.1885
y: 0.0
z: 0.0"
1705983300.5003366,"x: -0.33
y: 2.346
z: 0.0","x: 0.19
y: 0.0
z: 0.0"
1705983300.6121583,"x: -0.319
y: 2.362
z: 0.0","x: 0.1895
y: 0.0
z: 0.0"
1705983300.7082205,"x: -0.309
y: 2.379
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983300.8041406,"x: -0.299
y: 2.397
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983300.8999355,"x: -0.291
y: 2.415
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983301.011823,"x: -0.283
y: 2.433
z: 0.0","x: 0.2045
y: 0.0
z: 0.0"
1705983301.107576,"x: -0.275
y: 2.452
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983301.2036116,"x: -0.269
y: 2.471
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983301.299464,"x: -0.263
y: 2.49
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983301.4114556,"x: -0.258
y: 2.509
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983301.5073354,"x: -0.252
y: 2.528
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983301.603102,"x: -0.245
y: 2.547
z: 0.0","x: 0.206
y: 0.0
z: 0.0"
1705983301.6989434,"x: -0.238
y: 2.566
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983301.8109477,"x: -0.23
y: 2.583
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983301.9066277,"x: -0.221
y: 2.601
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983302.002528,"x: -0.211
y: 2.618
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983302.1144054,"x: -0.201
y: 2.635
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983302.2103772,"x: -0.19
y: 2.651
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983302.306048,"x: -0.178
y: 2.668
z: 0.0","x: 0.205
y: 0.0
z: 0.0"
1705983302.4023764,"x: -0.166
y: 2.682
z: 0.0","x: 0.187
y: 0.0
z: 0.0"
1705983302.5139654,"x: -0.153
y: 2.695
z: 0.0","x: 0.179
y: 0.0
z: 0.0"
1705983302.6098742,"x: -0.139
y: 2.708
z: 0.0","x: 0.196
y: 0.0
z: 0.0"
1705983302.7058995,"x: -0.122
y: 2.719
z: 0.0","x: 0.2035
y: 0.0
z: 0.0"
1705983302.8016725,"x: -0.104
y: 2.728
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983302.9136138,"x: -0.086
y: 2.734
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983303.009784,"x: -0.066
y: 2.737
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983303.1055293,"x: -0.047
y: 2.738
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983303.2013905,"x: -0.028
y: 2.736
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983303.313229,"x: -0.009
y: 2.732
z: 0.0","x: 0.1895
y: 0.0
z: 0.0"
1705983303.4091558,"x: 0.009
y: 2.726
z: 0.0","x: 0.187
y: 0.0
z: 0.0"
1705983303.504976,"x: 0.027
y: 2.719
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983303.600847,"x: 0.044
y: 2.71
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983303.7123868,"x: 0.061
y: 2.701
z: 0.0","x: 0.184
y: 0.0
z: 0.0"
1705983303.8085148,"x: 0.076
y: 2.691
z: 0.0","x: 0.186
y: 0.0
z: 0.0"
1705983303.9044514,"x: 0.093
y: 2.68
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983304.0004072,"x: 0.109
y: 2.669
z: 0.0","x: 0.2025
y: 0.0
z: 0.0"
1705983304.1121256,"x: 0.126
y: 2.658
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983304.207932,"x: 0.144
y: 2.648
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983304.3038611,"x: 0.161
y: 2.638
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983304.3997989,"x: 0.179
y: 2.63
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983304.511516,"x: 0.197
y: 2.622
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983304.6076126,"x: 0.216
y: 2.615
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983304.7033913,"x: 0.235
y: 2.609
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983304.8151276,"x: 0.254
y: 2.603
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983304.9109902,"x: 0.273
y: 2.597
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983305.006786,"x: 0.291
y: 2.592
z: 0.0","x: 0.185
y: 0.0
z: 0.0"
1705983305.1028917,"x: 0.31
y: 2.587
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983305.2145858,"x: 0.329
y: 2.582
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983305.3105993,"x: 0.349
y: 2.576
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983305.4065337,"x: 0.367
y: 2.571
z: 0.0","x: 0.19
y: 0.0
z: 0.0"
1705983305.5023394,"x: 0.385
y: 2.565
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983305.61436,"x: 0.403
y: 2.557
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983305.710016,"x: 0.421
y: 2.549
z: 0.0","x: 0.2045
y: 0.0
z: 0.0"
1705983305.8059049,"x: 0.439
y: 2.539
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983305.9018428,"x: 0.456
y: 2.531
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983306.0135887,"x: 0.474
y: 2.522
z: 0.0","x: 0.1905
y: 0.0
z: 0.0"
1705983306.1098638,"x: 0.491
y: 2.514
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983306.2055867,"x: 0.51
y: 2.506
z: 0.0","x: 0.2025
y: 0.0
z: 0.0"
1705983306.30164,"x: 0.528
y: 2.498
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983306.4132545,"x: 0.547
y: 2.492
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983306.5090554,"x: 0.566
y: 2.485
z: 0.0","x: 0.2005
y: 0.0
z: 0.0"
1705983306.605021,"x: 0.584
y: 2.479
z: 0.0","x: 0.187
y: 0.0
z: 0.0"
1705983306.7010736,"x: 0.602
y: 2.472
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983306.8127263,"x: 0.62
y: 2.464
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983306.9089727,"x: 0.637
y: 2.456
z: 0.0","x: 0.186
y: 0.0
z: 0.0"
1705983307.004698,"x: 0.652
y: 2.447
z: 0.0","x: 0.175
y: 0.0
z: 0.0"
1705983307.1164372,"x: 0.668
y: 2.436
z: 0.0","x: 0.196
y: 0.0
z: 0.0"
1705983307.2124078,"x: 0.685
y: 2.426
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983307.3082838,"x: 0.7
y: 2.416
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983307.4043384,"x: 0.717
y: 2.405
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983307.5161493,"x: 0.735
y: 2.395
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983307.6119888,"x: 0.752
y: 2.386
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983307.7079735,"x: 0.77
y: 2.378
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983307.8038678,"x: 0.788
y: 2.372
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983307.9157546,"x: 0.807
y: 2.366
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983308.0114882,"x: 0.827
y: 2.36
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983308.1074147,"x: 0.846
y: 2.356
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983308.2031748,"x: 0.865
y: 2.351
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983308.3150165,"x: 0.885
y: 2.347
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983308.4109633,"x: 0.905
y: 2.343
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983308.5069592,"x: 0.924
y: 2.339
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983308.6026402,"x: 0.944
y: 2.335
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983308.7145998,"x: 0.963
y: 2.331
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983308.810701,"x: 0.983
y: 2.327
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983308.9066918,"x: 1.003
y: 2.324
z: 0.0","x: 0.2035
y: 0.0
z: 0.0"
1705983309.002485,"x: 1.021
y: 2.322
z: 0.0","x: 0.1855
y: 0.0
z: 0.0"
1705983309.1142714,"x: 1.041
y: 2.319
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983309.2102146,"x: 1.061
y: 2.317
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983309.3060565,"x: 1.081
y: 2.313
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983309.4018874,"x: 1.1
y: 2.31
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983309.5139184,"x: 1.119
y: 2.305
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983309.609772,"x: 1.139
y: 2.3
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983309.705702,"x: 1.157
y: 2.294
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983309.8175786,"x: 1.176
y: 2.288
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983309.9132633,"x: 1.194
y: 2.282
z: 0.0","x: 0.1895
y: 0.0
z: 0.0"
1705983310.0091407,"x: 1.212
y: 2.276
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983310.1052232,"x: 1.232
y: 2.27
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983310.216899,"x: 1.251
y: 2.265
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983310.3129869,"x: 1.271
y: 2.261
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983310.4086702,"x: 1.29
y: 2.258
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983310.504953,"x: 1.309
y: 2.256
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983310.616572,"x: 1.329
y: 2.254
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983310.712453,"x: 1.349
y: 2.251
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983310.8081794,"x: 1.369
y: 2.249
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983310.9042373,"x: 1.388
y: 2.245
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983311.015993,"x: 1.407
y: 2.241
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983311.111777,"x: 1.425
y: 2.236
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983311.2077742,"x: 1.444
y: 2.23
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983311.3038964,"x: 1.462
y: 2.225
z: 0.0","x: 0.189
y: 0.0
z: 0.0"
1705983311.4155147,"x: 1.481
y: 2.219
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983311.5113583,"x: 1.5
y: 2.214
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983311.6072066,"x: 1.519
y: 2.209
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983311.7032356,"x: 1.538
y: 2.206
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983311.8150542,"x: 1.558
y: 2.203
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983311.9108112,"x: 1.578
y: 2.201
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983312.0069246,"x: 1.597
y: 2.199
z: 0.0","x: 0.192
y: 0.0
z: 0.0"
1705983312.102778,"x: 1.616
y: 2.199
z: 0.0","x: 0.183
y: 0.0
z: 0.0"
1705983312.2146268,"x: 1.635
y: 2.199
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983312.31034,"x: 1.655
y: 2.199
z: 0.0","x: 0.2005
y: 0.0
z: 0.0"
1705983312.406532,"x: 1.675
y: 2.2
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983312.5183053,"x: 1.694
y: 2.201
z: 0.0","x: 0.1885
y: 0.0
z: 0.0"
1705983312.6140168,"x: 1.713
y: 2.201
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983312.7099824,"x: 1.731
y: 2.201
z: 0.0","x: 0.178
y: 0.0
z: 0.0"
1705983312.8059804,"x: 1.748
y: 2.2
z: 0.0","x: 0.159
y: 0.0
z: 0.0"
1705983312.9179354,"x: 1.763
y: 2.199
z: 0.0","x: 0.154
y: 0.0
z: 0.0"
1705983313.013703,"x: 1.778
y: 2.197
z: 0.0","x: 0.1465
y: 0.0
z: 0.0"
1705983313.1093996,"x: 1.791
y: 2.195
z: 0.0","x: 0.125
y: 0.0
z: 0.0"
1705983313.2057185,"x: 1.801
y: 2.194
z: 0.0","x: 0.1055
y: 0.0
z: 0.0"
1705983313.3173656,"x: 1.811
y: 2.193
z: 0.0","x: 0.0995
y: 0.0
z: 0.0"
1705983313.4133492,"x: 1.82
y: 2.192
z: 0.0","x: 0.0895
y: 0.0
z: 0.0"
1705983313.5093343,"x: 1.828
y: 2.192
z: 0.0","x: 0.0815
y: 0.0
z: 0.0"
1705983313.6051748,"x: 1.834
y: 2.191
z: 0.0","x: 0.059
y: 0.0
z: 0.0"
1705983313.7169049,"x: 1.84
y: 2.191
z: 0.0","x: 0.046
y: 0.0
z: 0.0"
1705983313.8128822,"x: 1.842
y: 2.191
z: 0.0","x: 0.021
y: 0.0
z: 0.0"
1705983313.9089696,"x: 1.843
y: 2.191
z: 0.0","x: 0.0035
y: 0.0
z: 0.0"
1705983314.004676,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.11658,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.2124913,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.3085465,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.4042122,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.515888,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.6120844,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.7079597,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.8196418,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983314.9156053,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.0116823,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.1075983,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.2193177,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.315236,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.411012,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.506897,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.6189,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.7149112,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.810764,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983315.9069333,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.018664,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.1146634,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.2104063,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.3059502,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.417915,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.5138347,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.6098876,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.7058268,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.8176603,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983316.9135783,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.0094128,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.1053636,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.2172067,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.3130448,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.4091318,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.5207565,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.6170065,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.712772,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.8085103,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983317.9203863,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.0163627,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.1123748,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.2082305,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.320231,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.4157553,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.511846,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.6076853,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.719551,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.8154485,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983318.911323,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.0072773,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.11894,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.2149618,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.311047,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.4068158,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.5186048,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.6145506,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.7106607,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.8064053,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983319.9182086,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.014095,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.109976,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.221877,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.3176036,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.4134839,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.5095417,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.6213906,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.71733,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.8131752,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983320.9089313,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.0206776,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.116703,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.2126968,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.308553,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.420316,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.516312,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.6123915,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.7083015,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.8201013,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983321.9159753,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.011815,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.107865,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.2193837,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.3153298,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.4113793,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.5075538,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.6190891,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.7151685,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983322.8110712,"x: 1.843
y: 2.191
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
